,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
28223,9104018,33965600,Entire home/apt,Hammersmith and Fulham,Sands End,0,,,3,2,225,7,51.474486,-0.183734
28224,9104132,47457431,Entire home/apt,Camden,Belsize,0,,2,0,1,90,1,51.544615,-0.167625
28225,9104331,11087767,Entire home/apt,Westminster,Bayswater,0,,,4,3,549,3,51.516643,-0.190957
28226,9104428,2623950,Entire home/apt,Lambeth,Brixton Hill,1,3,,3,2,194,3,51.447355,-0.125269
28227,9104606,12511043,Entire home/apt,Kensington and Chelsea,Earl's Court,3,5,,2,2,271,,51.49037,-0.191526
28228,9104637,44841685,Private room,Hackney,Dalston,1,4,1,1,1,37,1,51.549891,-0.070504
28229,9104648,34248606,Entire home/apt,Hackney,Hoxton West,0,,4,2,2,165,21,51.53366,-0.094216
28230,9104847,23930959,Private room,Southwark,College,0,,2,1,1,113,1,51.443869,-0.066278
28231,9105224,47459455,Entire home/apt,Westminster,St. James's,5,5,4,2,2,225,,51.511414,-0.118855
28232,9105256,10379885,Private room,Tower Hamlets,Shadwell,0,,2,1,1,80,5,51.511994,-0.05941
28233,9105318,12511043,Entire home/apt,Kensington and Chelsea,Courtfield,7,4.5,4,1,1,143,,51.493026,-0.184356
28234,9105362,47452482,Private room,Tower Hamlets,Mile End,0,,2,1,,150,1,51.512683,-0.023555
28235,9105463,16937720,Private room,Tower Hamlets,Spitalfields & Banglatown,3,4,4,1,1,75,1,51.519468,-0.065369
28236,9106311,5782974,Entire home/apt,Lambeth,Vassall,2,4,4,2,1,148,1,51.474918,-0.110044
28237,9106549,1298627,Entire home/apt,Islington,Bunhill,3,5,2,1,1,75,3,51.524899,-0.102552
28238,9106550,44981346,Private room,Westminster,West End,5,4.5,2,1,,90,1,51.513278,-0.133064
28239,9106734,43875869,Entire home/apt,Islington,Barnsbury,0,,,4,,606,5,51.538831,-0.109515
28240,9107079,17426297,Private room,Southwark,Cathedrals,1,4,2,1,1,86,,51.502098,-0.102613
28241,9107225,44981346,Private room,Westminster,West End,8,4,2,1,,105,1,51.511859,-0.132641
28242,9107239,47467773,Entire home/apt,Hammersmith and Fulham,Addison,3,4,3,2,1,150,,51.50294,-0.216638
28243,9107265,44981346,Private room,Westminster,West End,4,5,2,1,,84,1,51.513143,-0.132585
28244,9107360,14600421,Entire home/apt,Wandsworth,Queenstown,6,5,4,2,1,171,3,51.484255,-0.127675
28245,9107463,11087767,Entire home/apt,Westminster,Bayswater,0,,4,2,2,338,3,51.518096,-0.1914
28246,9108069,1432477,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,3,4.5,,2,2,223,1,51.485402,-0.19711
28247,9108121,1942491,Entire home/apt,Southwark,Cathedrals,0,,4,2,2,316,1,51.508163,-0.107268
28248,9108271,9674553,Entire home/apt,Hammersmith and Fulham,Fulham Reach,4,4.5,4,1,1,105,3,51.48754,-0.214037
28249,9108288,47473414,Entire home/apt,Hackney,Hackney Central,5,5,2,1,1,150,2,51.545292,-0.064017
28250,9108443,28886982,Entire home/apt,Croydon,Croham,0,,4,2,2,158,5,51.362266,-0.089827
28251,9108473,1796536,Entire home/apt,Camden,St. Pancras and Somers Town,5,4.5,,3,2,231,3,51.538831,-0.135721
28252,9108655,31142006,Private room,Hammersmith and Fulham,Parsons Green and Walham,2,4.5,2,1,,68,1,51.479066,-0.193691
28253,9108814,47459455,Entire home/apt,Westminster,St. James's,4,4.5,4,2,2,224,,51.511641,-0.118577
28254,9108973,47475817,Private room,Wandsworth,St. Mary's Park,0,,1,1,1,75,1,51.46652,-0.18234
28255,9109014,47476284,Entire home/apt,Kensington and Chelsea,Abingdon,1,4,2,1,1,113,5,51.494539,-0.196893
28256,9109182,47459455,Entire home/apt,Westminster,St. James's,3,4.5,4,1,1,225,,51.512312,-0.120095
28257,9109268,47459455,Entire home/apt,Westminster,St. James's,4,4.5,,3,,374,,51.511792,-0.118801
28258,9109306,6788901,Entire home/apt,Lambeth,Prince's,2,5,4,1,1,142,3,51.491343,-0.12018
28259,9109476,42841560,Private room,Tower Hamlets,Blackwall & Cubitt Town,14,4.5,2,1,,45,1,51.495078,-0.006035
28260,9109983,42841560,Private room,Tower Hamlets,Blackwall & Cubitt Town,12,4.5,2,1,,53,1,51.49515,-0.007936
28261,9110252,42841560,Private room,Tower Hamlets,Blackwall & Cubitt Town,10,4,2,1,,38,1,51.494199,-0.008299
28262,9110351,42841560,Private room,Tower Hamlets,Blackwall & Cubitt Town,8,5,2,1,,67,2,51.494196,-0.007686
28263,9110404,28886982,Entire home/apt,Tower Hamlets,Bow East,0,,2,1,1,148,2,51.530201,-0.016976
28264,9110565,42841560,Private room,Tower Hamlets,Blackwall & Cubitt Town,15,4.5,2,1,,47,1,51.493815,-0.007618
28265,9110625,2999118,Private room,Camden,Regent's Park,0,,2,1,1,135,1,51.535359,-0.139016
28266,9111194,6580108,Entire home/apt,Lewisham,Crofton Park,4,4.5,3,1,1,105,1,51.447132,-0.038164
28267,9111366,3574188,Private room,Hackney,De Beauvoir,0,,2,1,2,87,3,51.540731,-0.080904
28268,9111812,47486538,Private room,Greenwich,Woolwich Riverside,0,,1,1,1,60,1,51.492508,0.071684
28269,9111890,13525847,Private room,Wandsworth,East Putney,0,,2,1,,67,1,51.45569,-0.204685
28270,9112672,10021185,Entire home/apt,Kensington and Chelsea,Golborne,0,,5,1,1,105,1,51.523771,-0.209038
28271,9112784,7658379,Entire home/apt,Islington,Bunhill,2,5,4,1,1,120,5,51.525213,-0.092891
28272,9112831,35417987,Private room,Westminster,Tachbrook,21,4.5,4,1,1,68,1,51.486777,-0.13779
28273,9113566,38989797,Entire home/apt,Camden,Bloomsbury,11,4.5,2,1,1,149,1,51.520414,-0.13694
28274,9114072,31374655,Private room,Westminster,Bryanston and Dorset Square,4,4.5,2,1,1,75,1,51.520217,-0.1652
28275,9114082,20159093,Private room,Lambeth,Larkhall,0,,2,1,1,74,3,51.464076,-0.126673
28276,9114254,47495258,Entire home/apt,Wandsworth,St. Mary's Park,0,,4,2,2,317,3,51.474014,-0.164642
28277,9114518,2386493,Entire home/apt,Southwark,Riverside,1,5,3,1,1,136,2,51.499246,-0.069432
28278,9114540,11962098,Private room,Enfield,Bowes,0,,2,1,1,75,1,51.611752,-0.125827
28279,9114714,27712275,Private room,Tower Hamlets,Bow West,8,5,2,1,1,60,1,51.528379,-0.037491
28280,9114968,47497954,Private room,Camden,Camden Town with Primrose Hill,0,,2,1,,82,1,51.537426,-0.144252
28281,9115082,29264937,Private room,Wandsworth,Earlsfield,1,4,2,1,1,38,1,51.437389,-0.187553
28282,9115138,11087767,Entire home/apt,Westminster,Bayswater,0,,,3,3,519,3,51.518193,-0.19066
28283,9115690,11087767,Entire home/apt,Westminster,Bayswater,0,,4,2,2,338,3,51.517692,-0.189279
28284,9116023,23787341,Entire home/apt,Camden,King's Cross,0,,2,1,1,90,1,51.530027,-0.121455
28285,9116140,47046390,Shared room,Lambeth,Bishop's,13,4,,1,6,21,1,51.496524,-0.113674
28286,9116343,5637331,Entire home/apt,Hackney,Victoria,2,5,2,1,1,74,3,51.539651,-0.052024
28287,9116525,29264937,Private room,Wandsworth,Earlsfield,2,5,2,1,1,34,1,51.439026,-0.185944
28288,9116895,6654334,Private room,Hackney,Victoria,0,,1,1,1,52,1,51.542401,-0.053175
28289,9117216,1393858,Entire home/apt,Camden,Holborn and Covent Garden,2,4.5,2,1,1,120,3,51.51542,-0.130073
28290,9117397,22270371,Entire home/apt,Camden,Camden Town with Primrose Hill,0,,4,2,,301,7,51.539911,-0.152856
28291,9117509,4552627,Private room,Croydon,Thornton Heath,3,4,3,1,1,34,2,51.400954,-0.086877
28292,9119258,7200162,Entire home/apt,Southwark,East Walworth,4,4.5,,3,,178,2,51.488495,-0.080751
28293,9120151,4261235,Private room,Ealing,Cleveland,3,3.5,2,1,,43,1,51.523115,-0.325812
28294,9120205,47520987,Shared room,Lewisham,Grove Park,4,4.5,1,1,1,23,1,51.444691,0.009949
28295,9121098,23494716,Entire home/apt,Southwark,Cathedrals,4,5,4,2,2,225,2,51.496336,-0.104173
28296,9121307,47524566,Private room,Lambeth,Knight's Hill,0,,3,1,1,53,,51.434177,-0.110458
28297,9121358,44381144,Entire home/apt,Brent,Stonebridge,1,4,,2,2,135,1,51.529607,-0.283182
28298,9121383,9884677,Entire home/apt,Islington,Canonbury,1,4,4,2,1,180,2,51.545225,-0.086041
28299,9121835,29024309,Entire home/apt,Wandsworth,Nightingale,1,5,4,2,1,135,1,51.439729,-0.155868
28300,9121864,47527234,Entire home/apt,Westminster,Harrow Road,3,4.5,4,2,1,202,2,51.527221,-0.202785
28301,9122029,11087767,Entire home/apt,Westminster,Bayswater,0,,4,2,1,293,3,51.5175,-0.189143
28302,9122049,31286684,Entire home/apt,Newham,Plaistow South,1,4,,3,2,172,1,51.52773,0.029528
28303,9122218,47528467,Private room,Merton,Village,0,,1,1,1,75,1,51.433967,-0.22517
28304,9122416,4280203,Entire home/apt,Tower Hamlets,Weavers,1,4,2,2,2,105,,51.524322,-0.072287
28305,9122435,11087767,Entire home/apt,Westminster,Bayswater,0,,4,2,1,293,3,51.517599,-0.1897
28306,9122738,11087767,Entire home/apt,Westminster,Lancaster Gate,0,,,3,2,464,3,51.512004,-0.184676
28307,9122882,42746465,Private room,Lambeth,Ferndale,0,,2,1,1,45,2,51.461353,-0.117107
28308,9123228,1432477,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,4,4.5,,2,1,224,1,51.486275,-0.198485
28309,9123358,33889201,Entire home/apt,Brent,Queens Park,0,,4,2,,271,4,51.530823,-0.218741
28310,9123581,12989895,Private room,Lewisham,Brockley,1,,2,1,1,68,2,51.468746,-0.033939
28311,9123651,47533454,Entire home/apt,Wandsworth,East Putney,0,,4,2,1,263,5,51.456373,-0.203496
28312,9123839,32954889,Private room,Kensington and Chelsea,Queen's Gate,0,,2,1,1,105,3,51.495527,-0.185217
28313,9124638,31064341,Entire home/apt,Southwark,East Walworth,0,,2,2,2,83,1,51.487039,-0.077113
28314,9125083,25357561,Entire home/apt,Camden,King's Cross,0,,2,0,1,165,7,51.524562,-0.116311
28315,9125624,47256116,Private room,Bromley,Cray Valley West,0,,2,1,2,37,1,51.407035,0.112225
28316,9125800,10244100,Private room,Lambeth,Oval,2,4.5,1,1,1,90,1,51.485218,-0.126652
28317,9125817,15411688,Entire home/apt,Kensington and Chelsea,Colville,0,,,3,2,526,5,51.512686,-0.206337
28318,9125834,29260516,Entire home/apt,Southwark,Riverside,3,5,2,1,1,103,1,51.500504,-0.068695
28319,9126188,47542985,Private room,Lambeth,Ferndale,0,,2,1,2,59,7,51.462337,-0.125652
28320,9126441,12771207,Entire home/apt,Hackney,Homerton,4,5,,2,,74,1,51.54381,-0.053994
28321,9126894,21935961,Entire home/apt,Lambeth,Stockwell,0,,2,0,1,179,1,51.47819,-0.129682
28322,9126912,43754199,Private room,Hammersmith and Fulham,Fulham Reach,0,,2,1,1,68,2,51.490557,-0.213921
28323,9126928,9803283,Entire home/apt,Kensington and Chelsea,Earl's Court,0,,2,1,1,150,1,51.491746,-0.198684
28324,9127086,10951731,Private room,Southwark,The Lane,0,,2,1,1,57,1,51.462614,-0.069968
28325,9127164,3017077,Entire home/apt,Hammersmith and Fulham,Avonmore and Brook Green,0,,,2,2,188,1,51.491897,-0.211812
28326,9127324,6009107,Entire home/apt,Camden,West Hampstead,3,5,2,1,1,188,14,51.551142,-0.19209
28327,9127450,25357561,Entire home/apt,Westminster,Bryanston and Dorset Square,1,4,2,1,1,203,7,51.519699,-0.159056
28328,9127491,9751257,Private room,Hackney,Hackney Central,2,5,2,1,1,98,1,51.551378,-0.060938
28329,9127647,47548513,Entire home/apt,Westminster,Little Venice,2,5,2,0,1,113,1,51.521641,-0.184389
28330,9127704,46538521,Entire home/apt,Kensington and Chelsea,Earl's Court,0,,,3,2,419,2,51.491252,-0.190112
28331,9127737,45351036,Private room,Waltham Forest,Forest,0,,2,1,1,67,1,51.571629,-0.001807
28332,9127767,47548434,Private room,Ealing,Greenford Broadway,0,,1,1,1,43,1,51.531808,-0.376659
28333,9128171,14961476,Private room,Southwark,The Lane,0,,2,1,1,112,1,51.463332,-0.068205
28334,9128259,46538521,Entire home/apt,Kensington and Chelsea,Earl's Court,1,5,,2,2,322,1,51.490294,-0.190945
28335,9128395,13887350,Entire home/apt,Tower Hamlets,Canary Wharf,2,5,4,2,2,404,2,51.506371,-0.027419
28336,9128422,47441319,Entire home/apt,Kensington and Chelsea,Stanley,4,5,3,0,1,133,1,51.484498,-0.179448
28337,9128439,6485811,Private room,Hammersmith and Fulham,Fulham Broadway,0,,2,1,1,60,1,51.482306,-0.208279
28338,9128603,47552094,Private room,Lambeth,Thurlow Park,1,2,2,1,1,74,1,51.447593,-0.102662
28339,9128604,42932173,Private room,Barnet,Garden Suburb,2,5,1,1,1,68,1,51.57781,-0.192519
28340,9128708,6485811,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,2,,4,1,1,105,7,51.481346,-0.205641
28341,9128827,47553047,Private room,Newham,Manor Park,2,5,2,1,1,44,1,51.551801,0.042267
28342,9128855,7000579,Entire home/apt,Kensington and Chelsea,Golborne,1,4,4,2,1,194,1,51.520695,-0.209783
28343,9129074,21760124,Private room,Enfield,Jubilee,1,4,2,1,1,37,1,51.639557,-0.060444
28344,9129355,45618354,Private room,Hounslow,Turnham Green,1,4,1,1,1,47,1,51.501453,-0.283658
28345,9129622,47454492,Entire home/apt,Newham,Canning Town North,0,,4,2,2,179,1,51.516145,0.011263
28346,9130035,13256526,Entire home/apt,Southwark,Riverside,0,,2,0,1,128,2,51.501725,-0.07701
28347,9130065,29293723,Private room,Tower Hamlets,Mile End,0,,4,1,1,52,1,51.513794,-0.027042
28348,9130270,13642479,Private room,Tower Hamlets,Lansbury,3,4.5,3,1,1,52,2,51.512689,-0.020516
28349,9130285,28820321,Entire home/apt,Southwark,East Dulwich,0,,5,3,,366,7,51.451427,-0.074638
28350,9130452,47558702,Entire home/apt,Hammersmith and Fulham,Palace Riverside,0,,4,2,2,224,4,51.472849,-0.213083
28351,9131209,2329093,Entire home/apt,Kensington and Chelsea,Pembridge,0,,,3,2,451,4,51.511044,-0.195937
28352,9131457,20001519,Entire home/apt,Kensington and Chelsea,Redcliffe,0,,,2,2,411,3,51.48654,-0.187235
28353,9131487,13433902,Private room,Westminster,Church Street,7,4.5,2,1,1,102,1,51.523087,-0.167449
28354,9131633,28004555,Private room,Southwark,Chaucer,0,,2,1,1,75,1,51.498494,-0.089798
28355,9131759,13433902,Private room,Westminster,Church Street,1,4,2,1,1,102,1,51.524979,-0.166672
28356,9132043,42061064,Private room,Camden,Haverstock,0,,2,1,1,68,1,51.547941,-0.156238
28357,9132180,47565711,Entire home/apt,Kensington and Chelsea,Earl's Court,0,,4,2,2,239,7,51.489493,-0.198654
28358,9132182,47563141,Entire home/apt,Kensington and Chelsea,Queen's Gate,7,4.5,2,0,,67,1,51.495763,-0.18418
28359,9132431,47566636,Private room,Enfield,Ponders End,0,,2,1,1,53,1,51.647224,-0.037806
28360,9133028,20001519,Entire home/apt,Kensington and Chelsea,Chelsea Riverside,2,5,3,1,1,213,2,51.478551,-0.180394
28361,9133161,18443580,Entire home/apt,Hackney,Haggerston,1,5,2,0,1,112,2,51.528669,-0.075783
28362,9133442,42603039,Private room,Westminster,St. James's,0,,1,1,1,45,7,51.507813,-0.128267
28363,9133496,29884485,Entire home/apt,Hammersmith and Fulham,Munster,2,5,4,1,1,135,1,51.476186,-0.211096
28364,9133504,47570918,Entire home/apt,Camden,Swiss Cottage,1,5,2,1,1,98,5,51.540961,-0.165692
28365,9133521,18158125,Private room,Hammersmith and Fulham,Fulham Broadway,0,,2,1,1,67,5,51.481398,-0.204617
28366,9133728,47571562,Private room,Hackney,Homerton,0,,2,1,1,60,3,51.54651,-0.050519
28367,9133735,6478484,Entire home/apt,Camden,Frognal and Fitzjohns,0,,2,1,1,150,5,51.553378,-0.189542
28368,9133894,15754476,Private room,Hackney,Victoria,1,5,2,1,1,67,1,51.538543,-0.05246
28369,9134203,40709650,Entire home/apt,Lambeth,Larkhall,1,5,2,1,1,148,3,51.472993,-0.133268
28370,9134461,47574848,Entire home/apt,Hammersmith and Fulham,North End,0,,5,3,2,451,5,51.486142,-0.209032
28371,9134567,32284170,Private room,Bromley,Crystal Palace,0,,1,1,1,52,1,51.416192,-0.070543
28372,9134648,47575808,Private room,Richmond upon Thames,St. Margarets and North Twickenham,0,,4,1,1,113,1,51.45003,-0.336609
28373,9134934,47416563,Entire home/apt,Tower Hamlets,Canary Wharf,3,4,4,2,,263,2,51.506739,-0.02208
28374,9134963,2545591,Entire home/apt,Newham,Stratford and New Town,0,,4,2,1,224,5,51.546741,0.00161
28375,9135094,9959266,Private room,Redbridge,Seven Kings,0,,2,1,1,51,1,51.566724,0.099411
28376,9135195,32774558,Entire home/apt,Haringey,Seven Sisters,0,,3,2,1,57,1,51.579514,-0.063605
28377,9135729,47240300,Entire home/apt,Wandsworth,Bedford,4,4.5,,3,1,165,2,51.440541,-0.153717
28378,9135738,22212284,Private room,Ealing,Elthorne,0,,2,1,1,113,1,51.503558,-0.331333
28379,9135857,47580519,Private room,Camden,Bloomsbury,4,4.5,2,1,1,83,1,51.522837,-0.124936
28380,9136081,10249399,Private room,Camden,West Hampstead,5,5,2,1,1,69,1,51.552256,-0.189935
28381,9136177,47582248,Private room,Kensington and Chelsea,Colville,1,5,2,1,1,90,1,51.515997,-0.203137
28382,9136933,47585530,Private room,Waltham Forest,High Street,1,3,3,1,1,32,1,51.587347,-0.032103
28383,9140007,36691405,Entire home/apt,Harrow,Harrow on the Hill,0,,4,2,2,135,2,51.567327,-0.341264
28384,9141941,42963071,Entire home/apt,Southwark,Cathedrals,1,4,3,1,1,209,5,51.506019,-0.094022
28385,9141957,5000179,Entire home/apt,Bromley,Kelsey and Eden Park,0,,5,2,,105,1,51.398743,-0.035047
28386,9142124,5784503,Entire home/apt,Islington,Caledonian,11,4.5,5,2,1,135,1,51.54561,-0.118207
28387,9142184,47609630,Private room,Camden,Holborn and Covent Garden,0,,2,1,1,105,3,51.519281,-0.11197
28388,9142204,2980008,Private room,Haringey,Hornsey,2,4,2,1,1,57,1,51.58403,-0.119539
28389,9142451,9466081,Private room,Islington,Caledonian,0,,2,1,1,90,1,51.543482,-0.116922
28390,9142477,426682,Private room,Islington,Mildmay,0,,2,1,1,60,1,51.547222,-0.077074
28391,9142945,47612328,Entire home/apt,Hammersmith and Fulham,Fulham Broadway,0,,2,1,1,104,2,51.483695,-0.200914
28392,9142949,6141620,Private room,Lambeth,Larkhall,1,4,2,1,,35,1,51.47155,-0.136423
28393,9143028,1432477,Entire home/apt,Hammersmith and Fulham,North End,2,3.5,,2,1,209,1,51.486731,-0.198356
28394,9143057,27993729,Shared room,Kensington and Chelsea,Stanley,1,5,1,1,,53,1,51.482226,-0.185804
28395,9143095,12260242,Entire home/apt,Lambeth,Vassall,3,,4,1,1,96,1,51.477692,-0.102104
28396,9143324,47585530,Private room,Waltham Forest,William Morris,2,4.5,3,1,1,30,1,51.589471,-0.033083
28397,9143710,7682181,Private room,Richmond upon Thames,"Ham, Petersham and Richmond Riverside",7,5,2,1,1,75,2,51.444979,-0.30034
28398,9143969,47615312,Private room,Tower Hamlets,Spitalfields & Banglatown,0,,2,1,,45,4,51.517955,-0.075538
28399,9144023,16078403,Private room,Hammersmith and Fulham,Town,1,,2,1,1,53,4,51.47311,-0.207606
28400,9144191,17838937,Entire home/apt,Hackney,Shacklewell,0,,4,2,1,165,1,51.553495,-0.068959
28401,9144413,32898277,Entire home/apt,Hammersmith and Fulham,Askew,0,,2,1,1,152,1,51.504359,-0.245889
28402,9144423,7946714,Private room,Lambeth,Larkhall,1,3,2,1,1,68,3,51.465967,-0.130981
28403,9144477,47257279,Private room,Lewisham,New Cross,1,5,2,1,1,53,1,51.477742,-0.024766
28404,9144562,20986102,Private room,Kensington and Chelsea,Golborne,0,,2,1,2,83,2,51.52383,-0.20913
28405,9144689,28911431,Entire home/apt,Westminster,Lancaster Gate,0,,2,0,1,148,1,51.511662,-0.184764
28406,9144873,47619466,Entire home/apt,Camden,Kilburn,2,4.5,2,0,1,72,1,51.542763,-0.196517
28407,9144978,43246083,Entire home/apt,Islington,Bunhill,0,,,0,,179,1,51.526183,-0.098811
28408,9145065,37296951,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,1,,5,2,2,536,14,51.496195,-0.159673
28409,9145394,21759421,Entire home/apt,Hackney,King's Park,0,,,4,2,224,1,51.551566,-0.040304
28410,9145653,3287656,Entire home/apt,Westminster,Bayswater,0,,2,1,1,150,2,51.519269,-0.194444
28411,9145797,5840088,Entire home/apt,Barnet,Mill Hill,0,,5,4,3,526,10,51.608035,-0.236949
28412,9146313,10961046,Entire home/apt,Kensington and Chelsea,Courtfield,0,,4,2,,442,5,51.490766,-0.179917
28413,9146471,3296814,Private room,Kensington and Chelsea,Norland,0,,1,1,2,256,1,51.512907,-0.20747
28414,9146980,16633127,Private room,Islington,Canonbury,0,,1,1,1,135,1,51.54497,-0.087279
28415,9147360,4137508,Entire home/apt,Newham,Forest Gate South,0,,,3,,195,2,51.544473,0.013276
28416,9147481,26731756,Private room,Westminster,Bayswater,0,,2,1,1,52,2,51.517557,-0.18219
28417,9147525,46609404,Private room,Lambeth,St. Leonard's,7,5,1,1,1,33,2,51.438541,-0.131299
28418,9147823,47631609,Entire home/apt,Camden,St. Pancras and Somers Town,1,4,2,1,1,97,10,51.540673,-0.133738
28419,9147841,11087767,Entire home/apt,Westminster,Bayswater,0,,,3,2,464,3,51.518134,-0.189062
28420,9147868,47632081,Entire home/apt,Hammersmith and Fulham,Wormholt and White City,2,4.5,4,2,2,150,1,51.511026,-0.234556
28421,9148764,2213185,Entire home/apt,Harrow,Greenhill,0,,4,1,1,90,2,51.587034,-0.33127
28422,9149472,10268048,Private room,Hackney,Stoke Newington,5,5,2,1,1,53,1,51.555419,-0.072197
28423,9149528,36434770,Entire home/apt,Kensington and Chelsea,Colville,0,,,5,,676,3,51.513083,-0.201783
28424,9149768,3110667,Private room,Hammersmith and Fulham,Wormholt and White City,3,5,2,1,1,68,2,51.509325,-0.23535
28425,9149863,47639653,Private room,Lambeth,Clapham Town,0,,2,1,1,135,1,51.461582,-0.139385
28426,9149953,1956135,Entire home/apt,Hackney,Victoria,0,,2,1,1,105,2,51.539288,-0.044033
28427,9149983,47639653,Entire home/apt,Lambeth,Clapham Town,0,,4,2,2,271,1,51.461566,-0.138909
28428,9150462,21254088,Entire home/apt,Southwark,Riverside,1,5,1,3,1,203,1,51.500235,-0.068129
28429,9150517,44477824,Entire home/apt,Hounslow,Isleworth,0,,4,2,1,105,3,51.456252,-0.337178
28430,9150816,7700888,Entire home/apt,Camden,Camden Town with Primrose Hill,2,5,5,2,2,256,2,51.53917,-0.147618
28431,9150932,30332941,Entire home/apt,Kensington and Chelsea,Brompton & Hans Town,0,,2,0,1,97,2,51.496151,-0.176816
28432,9151004,40303198,Private room,Hackney,Haggerston,11,5,2,1,,96,,51.529041,-0.076303
28433,9151153,47640503,Private room,Hackney,Hackney Downs,0,,3,1,2,105,1,51.55751,-0.064884
28434,9151359,12981460,Entire home/apt,Westminster,West End,2,4.5,4,2,2,256,1,51.515256,-0.141931
28435,9151854,7605156,Private room,Tower Hamlets,Weavers,4,5,1,1,,81,,51.524774,-0.073946
28436,9152208,41903417,Private room,Westminster,Hyde Park,3,3.5,2,1,2,82,2,51.516156,-0.164675
28437,9152405,13014250,Private room,Hackney,London Fields,0,,1,1,,67,1,51.542709,-0.064835
28438,9152440,47649485,Entire home/apt,Hackney,Clissold,8,4.5,2,0,1,75,2,51.556282,-0.087732
28439,9152682,3267176,Private room,Newham,Green Street East,1,5,2,1,,43,1,51.543668,0.040172
28440,9153330,41833717,Private room,Tower Hamlets,Whitechapel,2,4.5,1,1,1,60,3,51.515281,-0.056135
28441,9153694,44981346,Private room,Westminster,West End,9,4.5,2,1,,83,1,51.512304,-0.133463
28442,9153762,11256923,Entire home/apt,Lambeth,Prince's,0,,2,0,1,256,1,51.491102,-0.120443
28443,9154121,41903417,Private room,Westminster,Hyde Park,2,4,2,1,2,63,2,51.516206,-0.166068
28444,9154393,1493433,Entire home/apt,Croydon,Fairfield,0,,2,1,1,112,8,51.365124,-0.097582
28445,9154577,18208877,Private room,Newham,Little Ilford,1,3,2,1,1,44,1,51.554943,0.057723
28446,9154902,47659765,Private room,Southwark,Surrey Docks,0,,2,1,1,98,1,51.493191,-0.040418
28447,9155099,47654760,Private room,Ealing,Elthorne,2,5,2,1,1,50,1,51.504618,-0.339831
28448,9155105,25763122,Private room,Brent,Queens Park,0,,1,1,1,75,3,51.531903,-0.212343
28449,9155302,17708350,Entire home/apt,Westminster,Bayswater,2,5,4,2,1,165,2,51.515299,-0.198582
28450,9155346,12820227,Private room,Tower Hamlets,Blackwall & Cubitt Town,0,,1,1,1,56,1,51.501474,-0.008517
28451,9155378,40023762,Entire home/apt,Brent,Kilburn,1,5,3,1,1,83,3,51.541168,-0.197157
28452,9155573,7615970,Entire home/apt,Waltham Forest,Leyton,0,,2,1,1,90,7,51.563196,-0.012882
28453,9155711,40023762,Entire home/apt,Kensington and Chelsea,Notting Dale,0,,2,0,1,103,1,51.515928,-0.209843
28454,9157219,47671065,Private room,Camden,Frognal and Fitzjohns,2,5,2,1,,55,1,51.545446,-0.174951
28455,9158374,689509,Private room,Westminster,Westbourne,0,,2,1,1,83,1,51.519753,-0.199277
28456,9159641,24382346,Entire home/apt,Westminster,St. James's,0,,2,1,1,226,1,51.51047,-0.125532
28457,9160500,14057869,Private room,Barnet,Childs Hill,1,4,2,1,1,63,1,51.562609,-0.196341
28458,9160658,13770205,Entire home/apt,Lambeth,Thurlow Park,2,5,4,2,1,103,2,51.448296,-0.100192
28459,9160691,13601316,Private room,Hackney,Shacklewell,0,,2,1,1,83,1,51.551073,-0.07363
28460,9160837,28265517,Private room,Hackney,Hoxton West,2,5,2,1,1,90,2,51.529805,-0.084309
28461,9161068,10887671,Private room,Hackney,Haggerston,1,5,2,1,,60,3,51.532397,-0.074033
28462,9161127,5048474,Private room,Camden,Holborn and Covent Garden,6,5,2,1,1,120,1,51.516165,-0.122448
28463,9161173,44164341,Private room,Newham,Custom House,0,,1,1,,45,1,51.51232,0.036118
28464,9161369,47688749,Private room,Hammersmith and Fulham,Town,0,,2,1,1,90,1,51.479779,-0.196806
28465,9161611,40403256,Entire home/apt,Southwark,Surrey Docks,4,5,4,2,,149,,51.501868,-0.034196
28466,9161632,24486278,Private room,Tower Hamlets,Whitechapel,2,3.5,3,1,3,90,1,51.518041,-0.057774
28467,9161870,37776689,Private room,Wandsworth,Queenstown,0,,2,1,,67,1,51.470126,-0.145035
28468,9162128,47691587,Entire home/apt,Southwark,Brunswick Park,1,,3,1,1,128,1,51.469717,-0.089322
28469,9162319,47692370,Private room,Wandsworth,Northcote,0,,2,1,1,104,1,51.454552,-0.167315
28470,9162320,22237095,Entire home/apt,Islington,Clerkenwell,3,4.5,4,2,2,284,1,51.526767,-0.100542
28471,9162454,1409439,Entire home/apt,Greenwich,Peninsula,0,,,3,2,210,3,51.496124,0.01409
28472,9162760,14085226,Private room,Kensington and Chelsea,Norland,2,,2,1,0,105,1,51.511255,-0.205957
28473,9163566,12015963,Private room,Bromley,Clock House,0,,1,1,,105,3,51.407999,-0.05057
28474,9164101,29293723,Private room,Tower Hamlets,Mile End,2,3,2,1,1,39,1,51.512938,-0.02762
